@delta,camera_id,suburb,street,offence_location,postcode,last_annual_test,last_annual_test_sortable,camera_type,certificate,site_type,reason,link,latitude,longitude,intersects_with,expiry_date,lga,commissioned_date,description,network,status,DJCS Comments,location
98,D16,Hampton Park,Hallam Road,"Hallam Road, at the intersection of Hallam Road and Fordholm Road, Hampton Park",3976,27/11/2025,27/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/D16-hampton-park-hallam-road-intersection-of-hallam-road-and-fordholm-road-camera-cert-271125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.035799,145.267147,Fordholm Road,27/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.035799,145.267147"
104,D22,Sale,York Street,"York Street, at the intersection of York Street and MacArthur Street, Sale",3850,17/02/2026,17/02/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/D22-sale-intersection-of-york-street-and-macarthur-st-camera-cert-170226.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.105021,147.068176,MacArthur Street,17/02/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-38.105021,147.068176"
105,D23,Frankston,Nepean Highway,"Nepean Highway, at the intersection of Nepean Highway and Davey Street, Frankston",3199,22/05/2026,22/05/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-07/D23-frankston-intersection-of-nepean-hwy-and-davey-st-camera-cert-220526.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-38.145179,145.120229,Davey Street,22/05/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Coming up,"-38.145179,145.120229"
108,D26E,Endeavour Hills,Heatherton Road,"Heatherton Road, at the intersection of Heatherton Road and Monash Freeway, Endeavour Hills",3802,24/08/2026,24/08/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D26E-endeavour-hills-heatherton-rd-intersection-of-heatherton-rd-and-monash-fwy-camera-cert-24082026.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.972541,145.238106,Monash Freeway,24/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.972541,145.238106"
112,D29,Melbourne,Exhibition Street,"Exhibition Street, at the intersection of Exhibition Street and Victoria Street, Melbourne",3000,6/02/2025,6/02/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-05/D29-melbourne-intersection-of-exhibition-street-and-victoria-street-camera-cert-060225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.807447,144.968754,Victoria Street,6/02/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.807447,144.968754"
122,D38,Coolaroo,Pascoe Vale Road,"Pascoe Vale Road, at the intersection of Pascoe Vale Road and Reservoir Drive, Coolaroo",3048,6/03/2026,6/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/D38-coolaroo-intersection-of-pascoe-vale-rd-and-reservoir-dr-060326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.643624,144.929014,Reservoir Drive,6/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.643624,144.929014"
124,D40,Kensington,Macaulay Road,"Macaulay Road, at the intersection of Macaulay Road and Stubbs Street, Kensington",3031,16/01/2024,16/01/2024,Fixed Camera,https://content.vic.gov.au/sites/default/files/2024-05/D40-macauley-rd-intersection-macauley-rd-and-stubbs-st-kensington-camera-cert-160124.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.79501,144.934964,Stubbs Street,16/01/2025,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Road Works,"-37.79501,144.934964"
127,D43N,Watsonia,Greensborough Highway,"Greensborough Highway, at the intersection of Greensborough Highway and Grimshaw Street, Watsonia",3087,13/11/2023,13/11/2023,Fixed Camera,https://content.vic.gov.au/sites/default/files/2023-11/D43N_Watsonia_intersection-greensborough-hwy-and-grimshaw-street_camera_cert_131123.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.703365,145.089557,Grimshaw Street,13/11/2024,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,Decommissioned,"-37.703365,145.089557"
134,D47N,Kingsbury,Plenty Road,"Plenty Road, at the intersection of Plenty Road and Dunne Street, Kingsbury",3083,4/12/2025,4/12/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/D47N-intersection-of-plenty-rd-and-dunne-st-kingsbury-camera-cert-041225.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.717053,145.042774,Dunne Street,4/12/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.717053,145.042774"
138,D50N,Heidelberg,Rosanna Road,"Rosanna Road, at the intersection of Rosanna Road and Darebin Street, Heidelberg",3084,24/03/2026,24/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-04/D50N-heidelberg-intersection-rosanna-road-and-darebin-street-northbound-camera-cert-240326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.75475,145.069954,Darebin Street,24/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.75475,145.069954"
140,D51N,Rosanna,Rosanna Road,"Rosanna Road, at the intersection of Rosanna Road and Banyule Road, Rosanna",3084,25/03/2026,25/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/D51N-rosanna-intersection-of-rosanna-rd-and-banyule-rd-nthbound-camera-cert-250326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.742891,145.072396,Banyule Road,25/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.742891,145.072396"
141,D51S,Rosanna,Rosanna Road,"Rosanna Road, at the intersection of Rosanna Road and Banyule Road, Rosanna",3084,25/03/2026,25/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-05/D51S-rosanna-intersection-of-rosanna-rd-and-banyule-rd-sthbound-camera-cert-250326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.7427,145.0726,Banyule Road,25/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.7427,145.0726"
143,D53,Melton,Coburns Road,"Coburns Road, at the intersection of Coburns Road and Barries Road, Melton",3357,28/11/2025,28/11/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-12/D53-melton-coburns-road-intersection-of-coburns-road-and-barries-road-camera-cert-281125.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.687589,144.567658,Barries Road,28/11/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.687589,144.567658"
153,D65,St Albans,Taylors Road,"Taylors Road, at the intersection of Taylors Road and Arthur Street, St Albans",3021,12/08/2026,12/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D65-st-albans-intersection-of-taylors-road-and-arthur-street-camera-cert-120826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.729164,144.811049,Arthur Street,12/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.729164,144.811049"
160,D74,Roxburgh Park,Pascoe Vale Road,"Pascoe Vale Road, at the intersection of Pascoe Vale Road and Somerton Road, Roxburgh Park",3064,5/03/2026,5/03/2026,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-03/D74-roxburgh-park-intersection-of-pascoe-vale-road-and-somerton-road-camera-cert-050326.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.640522,144.928891,Somerton Road,5/03/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.640522,144.928891"
169,D82S,Clayton,Princes Highway,"Princes Highway, at the intersection of Princes Highway and Westall Road, Clayton",3168,17/08/2026,15/08/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2026-09/D82S-clayton-princes-hwy-and-westall-rd-clayton-camera-cert-170826.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.92430617,145.1434816,Westall Road,17/08/2027,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.92430617,145.1434816"
187,F06,Oakleigh,Warrigal Road,"Warrigal Road, at the intersection of Warrigal Road and North Road, Oakleigh",3166,13/10/2025,13/10/2025,Fixed Camera,https://content.vic.gov.au/sites/default/files/2025-10/F06-oakleigh-intersection-of-warrigal-road-and-north-road-camera-cert-131025.pdf,Intersection,Demonstrated accident risk,https://www.vic.gov.au/find-road-safety-camera,-37.909343,145.085116,North Road,13/10/2026,,,"Fixed road safety cameras may detect one or more of the following offences: speed, red light, unregistered vehicles. Please note: Due to required performance analysis and administrative checks, up to date camera test/compliance certificates may take up to 3 weeks to upload.",,commissioned,,"-37.909343,145.085116"
